event_id,capture,lane_index,source_actor,destination_actor,classification,join_status,set_begin_frame,set_begin_subevent,set_end_frame,set_end_subevent,change_begin_frame,change_begin_subevent,change_end_frame,change_end_subevent,item_opcode,item_frame,item_subevent,item_record,catalog_item_id,item_slot,link_opcode,link_frame,link_subevent,link_record,equipment_slot,linked_item_slot,item_package_code,item_to_link_distance_frames,item_to_link_distance_subevents,item_to_link_distance_us,before_property_frame,before_distance_frames,before_distance_us,after_property_frame,after_distance_frames,after_distance_us,changed_property_count,repeated_aggregate_of,boundary_note
equipment-event-055,login.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,16,2,16,3,9,27,17,7,,,,,,,,,,,,,,,,,,,,17,1,79,0,,framed inventory set without an equipment-link carrier
equipment-event-056,login.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,16,4,16,5,9,27,17,7,,,,,,,,,,,,,,,,,,,,17,1,79,0,,framed inventory set without an equipment-link carrier
equipment-event-057,login.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,16,6,16,7,9,27,17,7,,,,,,,,,,,,,,,,,,,,17,1,79,0,,framed inventory set without an equipment-link carrier
equipment-event-058,login.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,16,8,16,11,9,27,17,7,,,,,,,,,,,,,,,,,,,,17,1,79,0,,framed inventory set without an equipment-link carrier
equipment-event-059,login.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,17,0,17,2,9,27,17,7,,,,,,,,,,,,,,,,,,,,17,0,0,0,,framed inventory set without an equipment-link carrier
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,12,0,30,0x003DA6D5,194,0x014E,17,4,0,0,194,0,5,,221,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,13,0,23,0x007A3D64,131,0x014E,17,4,1,8,131,0,4,,208,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,1,0x007A8D79,147,0x014E,17,4,2,10,147,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,4,0x007AAE45,0,0x014E,17,4,3,9,0,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,7,0x007AD7B3,196,0x014E,17,4,4,12,196,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,8,0x007AFC65,1,0x014E,17,4,5,11,1,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,9,0x007B244A,112,0x014E,17,4,6,13,112,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,21,0x007B4DB3,197,0x014E,17,4,7,14,197,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,25,0x007B73F0,89,0x014E,17,5,0,15,89,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,30,0x008A17C4,7,0x014E,17,5,1,22,7,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-060,login.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,17,3,17,6,9,27,17,7,0x014B,14,0,31,0x008A17DA,104,0x014E,17,5,2,21,104,0,3,,120,,,,17,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-061,move_out_of_room.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,32,29,39,1,32,28,40,7,,,,,,,,,,,,,,,,,9,23,7217,40,1,80,1,,framed inventory set without an equipment-link carrier
equipment-event-062,move_out_of_room.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,39,2,39,3,32,28,40,7,,,,,,,,,,,,,,,,,9,30,7495,40,1,80,1,,framed inventory set without an equipment-link carrier
equipment-event-063,move_out_of_room.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,39,4,39,5,32,28,40,7,,,,,,,,,,,,,,,,,9,30,7495,40,1,80,1,,framed inventory set without an equipment-link carrier
equipment-event-064,move_out_of_room.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,39,6,39,7,32,28,40,7,,,,,,,,,,,,,,,,,9,30,7495,40,1,80,1,,framed inventory set without an equipment-link carrier
equipment-event-065,move_out_of_room.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,39,8,39,11,32,28,40,7,,,,,,,,,,,,,,,,,9,30,7495,40,1,80,1,,framed inventory set without an equipment-link carrier
equipment-event-066,move_out_of_room.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,40,0,40,2,32,28,40,7,,,,,,,,,,,,,,,,,9,31,7575,40,0,0,1,,framed inventory set without an equipment-link carrier
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,35,0,30,0x003DA6D5,194,0x014E,40,4,0,0,194,0,5,,300,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,36,0,23,0x007A3D64,131,0x014E,40,4,1,8,131,0,4,,220,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,1,0x007A8D79,147,0x014E,40,4,2,10,147,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,4,0x007AAE45,0,0x014E,40,4,3,9,0,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,7,0x007AD7B3,196,0x014E,40,4,4,12,196,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,8,0x007AFC65,1,0x014E,40,4,5,11,1,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,9,0x007B244A,112,0x014E,40,4,6,13,112,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,21,0x007B4DB3,197,0x014E,40,4,7,14,197,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,25,0x007B73F0,89,0x014E,40,5,0,15,89,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,30,0x008A17C4,7,0x014E,40,5,1,22,7,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-067,move_out_of_room.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,40,3,40,6,32,28,40,7,0x014B,37,0,31,0x008A17DA,104,0x014E,40,5,2,21,104,0,3,,148,9,31,7575,40,0,0,1,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-068,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,203,29,210,1,203,28,211,7,,,,,,,,,,,,,,,,,,,,211,1,89,0,,framed inventory set without an equipment-link carrier
equipment-event-069,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,210,2,210,3,203,28,211,7,,,,,,,,,,,,,,,,,,,,211,1,89,0,,framed inventory set without an equipment-link carrier
equipment-event-070,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,210,4,210,5,203,28,211,7,,,,,,,,,,,,,,,,,,,,211,1,89,0,,framed inventory set without an equipment-link carrier
equipment-event-071,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,210,6,210,7,203,28,211,7,,,,,,,,,,,,,,,,,,,,211,1,89,0,,framed inventory set without an equipment-link carrier
equipment-event-072,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,210,8,210,11,203,28,211,7,,,,,,,,,,,,,,,,,,,,211,1,89,0,,framed inventory set without an equipment-link carrier
equipment-event-073,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,211,0,211,2,203,28,211,7,,,,,,,,,,,,,,,,,,,,211,0,0,0,,framed inventory set without an equipment-link carrier
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,206,0,26,0x003D7E3D,78,0x014E,211,4,0,0,78,0,5,,201,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,207,0,27,0x007A3F58,112,0x014E,211,4,1,8,112,0,4,,200,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,207,0,29,0x007A88D7,139,0x014E,211,4,2,10,139,0,4,,200,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,208,0,5,0x007AAE45,0,0x014E,211,4,3,9,0,0,3,,110,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,208,0,8,0x007AD7B3,195,0x014E,211,4,4,12,195,0,3,,110,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,208,0,9,0x007AFC65,1,0x014E,211,4,5,11,1,0,3,,110,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,208,0,10,0x007B244A,111,0x014E,211,4,6,13,111,0,3,,110,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,208,0,22,0x007B4DB3,196,0x014E,211,4,7,14,196,0,3,,110,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,208,0,26,0x007B73F0,88,0x014E,211,5,0,15,88,0,3,,110,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,208,0,31,0x008A17C4,7,0x014E,211,5,1,22,7,0,3,,110,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-074,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,211,3,211,6,203,28,211,7,0x014B,209,0,0,0x008A17DA,103,0x014E,211,5,2,21,103,0,2,,100,,,,211,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-075,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,1251,28,1258,1,1251,27,1259,7,,,,,,,,,,,,,,,,,1249,2,113,1259,1,27,0,,framed inventory set without an equipment-link carrier
equipment-event-076,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,1258,2,1258,3,1251,27,1259,7,,,,,,,,,,,,,,,,,1249,9,331,1259,1,27,0,,framed inventory set without an equipment-link carrier
equipment-event-077,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,1258,4,1258,5,1251,27,1259,7,,,,,,,,,,,,,,,,,1249,9,331,1259,1,27,0,,framed inventory set without an equipment-link carrier
equipment-event-078,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,1258,6,1258,7,1251,27,1259,7,,,,,,,,,,,,,,,,,1249,9,331,1259,1,27,0,,framed inventory set without an equipment-link carrier
equipment-event-079,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,1258,8,1258,11,1251,27,1259,7,,,,,,,,,,,,,,,,,1249,9,331,1259,1,27,0,,framed inventory set without an equipment-link carrier
equipment-event-080,moving_around_gridania.pcapng,0,actor-02,actor-02,MISSING-CARRIER,no-equipment-link,1259,0,1259,2,1251,27,1259,7,,,,,,,,,,,,,,,,,1249,10,358,1259,0,0,0,,framed inventory set without an equipment-link carrier
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1254,0,26,0x003D7E3D,78,0x014E,1259,4,0,0,78,0,5,,218,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1255,0,27,0x007A3F58,112,0x014E,1259,4,1,8,112,0,4,,119,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1255,0,29,0x007A88D7,139,0x014E,1259,4,2,10,139,0,4,,119,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1256,0,5,0x007AAE45,0,0x014E,1259,4,3,9,0,0,3,,49,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1256,0,8,0x007AD7B3,195,0x014E,1259,4,4,12,195,0,3,,49,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1256,0,9,0x007AFC65,1,0x014E,1259,4,5,11,1,0,3,,49,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1256,0,10,0x007B244A,111,0x014E,1259,4,6,13,111,0,3,,49,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1256,0,22,0x007B4DB3,196,0x014E,1259,4,7,14,196,0,3,,49,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1256,0,26,0x007B73F0,88,0x014E,1259,5,0,15,88,0,3,,49,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1256,0,31,0x008A17C4,7,0x014E,1259,5,1,22,7,0,3,,49,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-081,moving_around_gridania.pcapng,0,actor-02,actor-02,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,1259,3,1259,6,1251,27,1259,7,0x014B,1257,0,0,0x008A17DA,103,0x014E,1259,5,2,21,103,0,2,,36,1249,10,358,1259,0,0,0,equipment-event-034,"same-lane s2c order is correlation evidence, not causality"
equipment-event-082,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,584,1,584,3,584,0,584,4,,,,,,,,,,,,,,,,,573,11,1516,589,5,324,1,,framed inventory set without an equipment-link carrier
equipment-event-083,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,1562,1,1562,3,1562,0,1562,4,,,,,,,,,,,,,,,,,1552,10,1075,1567,5,405,0,,framed inventory set without an equipment-link carrier
equipment-event-084,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,1733,1,1733,3,1733,0,1733,4,,,,,,,,,,,,,,,,,1728,5,1644,1737,4,58,0,,framed inventory set without an equipment-link carrier
equipment-event-085,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,2049,1,2049,3,2049,0,2049,4,,,,,,,,,,,,,,,,,2034,15,2913,2050,1,27,2,,framed inventory set without an equipment-link carrier
equipment-event-086,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,2049,6,2049,8,2049,5,2049,9,,,,,,,,,,,,,,,,,2034,15,2913,2050,1,27,2,,framed inventory set without an equipment-link carrier
equipment-event-087,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,2214,1,2214,3,2214,0,2214,4,,,,,,,,,,,,,,,,,2212,2,587,2215,1,18,0,,framed inventory set without an equipment-link carrier
equipment-event-088,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,2214,6,2214,8,2214,5,2214,9,,,,,,,,,,,,,,,,,2212,2,587,2215,1,18,0,,framed inventory set without an equipment-link carrier
equipment-event-089,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,2507,1,2507,3,2507,0,2507,4,,,,,,,,,,,,,,,,,2502,5,1325,2511,4,145,0,,framed inventory set without an equipment-link carrier
equipment-event-090,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,3325,3,3325,5,3325,2,3325,6,,,,,,,,,,,,,,,,,3304,21,3490,3327,2,24,1,,framed inventory set without an equipment-link carrier
equipment-event-091,party_battle_leve.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,3428,1,3428,3,3428,0,3428,4,,,,,,,,,,,,,,,,,3421,7,2163,3430,2,348,0,,framed inventory set without an equipment-link carrier
equipment-event-092,repair_items.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,39,1,39,3,39,0,39,4,,,,,,,,,,,,,,,,,,,,,,,0,,framed inventory set without an equipment-link carrier
equipment-event-093,repair_items.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,44,1,44,3,44,0,44,4,,,,,,,,,,,,,,,,,,,,,,,0,,framed inventory set without an equipment-link carrier
equipment-event-094,repair_items.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,48,1,48,3,48,0,48,4,,,,,,,,,,,,,,,,,,,,,,,0,,framed inventory set without an equipment-link carrier
equipment-event-095,repair_items.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,53,1,53,3,53,0,53,4,,,,,,,,,,,,,,,,,,,,,,,0,,framed inventory set without an equipment-link carrier
equipment-event-096,repair_items.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,57,1,57,3,57,0,57,4,,,,,,,,,,,,,,,,,,,,,,,0,,framed inventory set without an equipment-link carrier
equipment-event-097,repair_items.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,63,1,63,3,63,0,63,4,,,,,,,,,,,,,,,,,,,,,,,0,,framed inventory set without an equipment-link carrier
equipment-event-098,return_to_inn.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,38,28,46,1,38,27,47,7,,,,,,,,,,,,,,,,,,,,47,1,39,0,,framed inventory set without an equipment-link carrier
equipment-event-099,return_to_inn.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,46,2,46,3,38,27,47,7,,,,,,,,,,,,,,,,,,,,47,1,39,0,,framed inventory set without an equipment-link carrier
equipment-event-100,return_to_inn.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,46,4,46,5,38,27,47,7,,,,,,,,,,,,,,,,,,,,47,1,39,0,,framed inventory set without an equipment-link carrier
equipment-event-101,return_to_inn.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,46,6,46,7,38,27,47,7,,,,,,,,,,,,,,,,,,,,47,1,39,0,,framed inventory set without an equipment-link carrier
equipment-event-102,return_to_inn.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,46,8,46,11,38,27,47,7,,,,,,,,,,,,,,,,,,,,47,1,39,0,,framed inventory set without an equipment-link carrier
equipment-event-103,return_to_inn.pcapng,0,actor-01,actor-01,MISSING-CARRIER,no-equipment-link,47,0,47,2,38,27,47,7,,,,,,,,,,,,,,,,,,,,47,0,0,0,,framed inventory set without an equipment-link carrier
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,42,0,30,0x003DA6D5,194,0x014E,47,4,0,0,194,0,5,,256,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,43,0,23,0x007A3D64,131,0x014E,47,4,1,8,131,0,4,,220,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,1,0x007A8D79,147,0x014E,47,4,2,10,147,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,4,0x007AAE45,0,0x014E,47,4,3,9,0,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,7,0x007AD7B3,196,0x014E,47,4,4,12,196,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,8,0x007AFC65,1,0x014E,47,4,5,11,1,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
equipment-event-104,return_to_inn.pcapng,0,actor-01,actor-01,AGGREGATE-SNAPSHOT,exact-prior-state-item-link,47,3,47,6,38,27,47,7,0x014B,44,0,9,0x007B244A,112,0x014E,47,4,6,13,112,0,3,,120,,,,47,0,0,0,equipment-event-023,"same-lane s2c order is correlation evidence, not causality"
